ID,age,workclass,education,education.num,marital.status,occupation,relationship,race,Gender,capital.gain,capital.loss,hours.per.week,native.country,income,income_value
237,73,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2174,50,United-States,>50K,
238,60,?,Bachelors,13,Married-civ-spouse,?,Husband,Asian-Pac-Islander,M,0,2163,25,South,<=50K,5464
239,68,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2149,40,United-States,<=50K,7284
240,74,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,2149,20,United-States,<=50K,3013
241,43,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,female,0,2129,72,?,<=50K,9217
242,19,Self-emp-not-inc,11th,7,Married-civ-spouse,Craft-repair,Own-child,White,M,0,2129,55,United-States,<=50K,1933
243,37,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2129,40,United-States,<=50K,5679
244,45,Federal-gov,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,M,0,2080,40,Philippines,<=50K,651
245,64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,2057,60,China,<=50K,3325
246,30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2057,40,United-States,<=50K,3273
247,51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,"Prof-,specialty",Wife,White,female,0,2057,60,Canada,<=50K,224
248,35,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,2057,40,United-States,<=50K,8351
249,29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,female,0,2057,20,United-States,<=50K,3321
250,34,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,female,0,2057,40,United-States,<=50K,736
251,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,60,United-States,<=50K,6654
252,35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,45,United-States,<=50K,8691
253,26,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,M,0,2051,40,United-States,<=50K,2642
254,54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2051,50,United-States,<=50K,442
255,52,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,United-States,<=50K,2243
256,50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,2051,20,United-States,<=50K,4967
257,31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,M,0,2051,40,United-States,<=50K,8736
258,38,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2051,40,United-States,<=50K,697
259,30,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,United-States,<=50K,8879
260,34,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2051,40,United-States,<=50K,6723
261,31,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,2051,57,United-States,<=50K,3340
262,52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,2051,38,United-States,<=50K,5406
263,54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,United-States,<=50K,2734
264,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,44,United-States,<=50K,4043
265,39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,2051,40,United-States,<=50K,9949
266,29,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,M,0,2051,40,United-States,<=50K,7363
267,45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,United-States,<=50K,5227
268,34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2051,55,United-States,<=50K,835
269,38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,Poland,<=50K,5001
270,39,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,40,United-States,<=50K,8607
271,61,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2051,20,United-States,<=50K,9056
272,43,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,M,0,2042,40,United-States,<=50K,2915
273,35,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,2042,40,United-States,<=50K,4960
274,46,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,2042,50,United-States,<=50K,2788
275,38,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,2042,40,United-States,<=50K,4627
276,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2042,48,United-States,<=50K,9413
277,34,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,M,0,2042,10,United-States,<=50K,3407
278,29,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,M,0,2042,40,United-States,<=50K,1881
279,32,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,M,0,2042,30,United-States,<=50K,4597
280,60,Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,2042,34,United-States,<=50K,9754
281,49,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2002,40,United-States,<=50K,2032
282,53,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,M,0,2002,45,United-States,<=50K,1552
283,56,Private,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,2002,40,United-States,<=50K,9550
284,48,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,M,0,2002,40,United-States,<=50K,3964
285,32,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,2002,40,Iran,<=50K,8256
286,42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2002,40,United-States,<=50K,2955
287,32,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2002,42,United-States,<=50K,4300
288,28,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,M,0,2002,40,England,<=50K,4908
289,26,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,2002,40,United-States,<=50K,9056
290,59,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,2002,50,United-States,<=50K,6547
291,47,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2002,30,United-States,<=50K,9999
292,26,?,Bachelors,13,Married-civ-spouse,?,Husband,White,M,0,2002,40,United-States,<=50K,6747
293,41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,2002,60,United-States,<=50K,3121
294,36,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Own-child,White,female,0,2002,40,United-States,<=50K,6788
295,45,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,2002,55,United-States,<=50K,688
296,30,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,M,0,2002,40,United-States,<=50K,3887
297,36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2002,40,United-States,<=50K,9288
298,34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,2002,40,United-States,<=50K,6728
299,53,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,2002,40,United-States,<=50K,3023
300,51,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,2002,45,United-States,<=50K,7550
301,47,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,M,0,2002,45,United-States,<=50K,4399
302,19,?,HS-grad,9,Never-married,?,Unmarried,White,M,0,2001,40,United-States,<=50K,272
303,30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,M,0,2001,42,United-States,<=50K,2653
304,20,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,M,0,2001,40,United-States,<=50K,425
305,42,Federal-gov,Masters,14,Divorced,Adm-clerical,Not-in-family,White,M,0,2001,60,United-States,<=50K,1485
306,31,Private,11th,7,Never-married,Craft-repair,Not-in-family,White,M,0,2001,40,United-States,<=50K,2978
307,33,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,M,0,2001,40,United-States,<=50K,6012
308,25,Private,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,female,0,2001,30,United-States,<=50K,8111
309,20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,M,0,2001,40,United-States,<=50K,7947
310,23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,M,0,2001,40,United-States,<=50K,2495
311,55,?,HS-grad,9,Separated,?,Not-in-family,Black,female,0,2001,40,United-States,<=50K,1597
312,41,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,Not-in-family,White,M,0,2001,50,United-States,<=50K,440
313,54,Self-emp-not-inc,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,M,0,2001,35,United-States,<=50K,7871
314,25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,M,0,2001,50,United-States,<=50K,2010
315,19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,female,0,2001,40,United-States,<=50K,269
316,24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,female,0,2001,37,United-States,<=50K,5026
317,56,Federal-gov,Bachelors,13,Never-married,Transport-moving,Not-in-family,Black,M,0,2001,65,United-States,<=50K,8195
318,21,Local-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,female,0,2001,40,United-States,<=50K,3429
319,34,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Black,M,0,2001,40,United-States,<=50K,3618
320,19,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,M,0,2001,40,United-States,<=50K,763
321,21,?,Some-college,10,Never-married,?,Not-in-family,White,M,0,2001,45,United-States,<=50K,8776
322,48,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,female,0,2001,40,United-States,<=50K,2957
323,34,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,M,0,2001,40,United-States,<=50K,2199
324,31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,M,0,2001,40,United-States,<=50K,4260
325,36,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,female,0,2001,40,United-States,<=50K,1946
326,27,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,M,0,1980,40,United-States,<=50K,9834
327,27,Private,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,M,0,1980,40,Philippines,<=50K,8916
328,35,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,female,0,1980,65,United-States,<=50K,5595
329,31,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,M,0,1980,60,United-States,<=50K,2929
330,27,Federal-gov,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,M,0,1980,40,United-States,<=50K,7007
331,28,Local-gov,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,female,0,1980,40,United-States,<=50K,4275
332,42,Private,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,M,0,1980,46,United-States,<=50K,5078
333,44,Private,Some-college,10,Separated,Exec-managerial,Not-in-family,White,M,0,1980,45,England,<=50K,8153
334,41,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,M,0,1980,56,United-States,<=50K,3477
335,28,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,female,0,1980,35,United-States,<=50K,2602
336,41,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,female,0,1980,40,United-States,<=50K,9645
337,35,Private,10th,6,Widowed,Other-service,Not-in-family,Black,female,0,1980,40,United-States,<=50K,9934
338,58,Private,Masters,14,Divorced,Adm-clerical,Not-in-family,White,female,0,1980,45,United-States,<=50K,6329
339,40,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,M,0,1980,48,United-States,<=50K,4273
340,31,Private,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,M,0,1980,60,United-States,<=50K,1893
341,30,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,female,0,1980,40,United-States,<=50K,6335
342,32,Private,Some-college,10,Separated,Tech-support,Not-in-family,Amer-Indian-Eskimo,M,0,1980,40,United-States,<=50K,657
343,25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,M,0,1980,40,United-States,<=50K,6
344,34,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,M,0,1980,40,United-States,<=50K,682
345,56,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,female,0,1980,40,United-States,<=50K,6095
346,45,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,M,0,1980,40,United-States,<=50K,241
347,50,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,M,0,1980,40,United-States,<=50K,299
348,27,Private,10th,6,Never-married,Sales,Other-relative,White,M,0,1980,40,United-States,<=50K,83
349,51,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,1977,40,United-States,>50K,
350,40,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,M,0,1977,60,United-States,>50K,
351,41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,65,United-States,>50K,
352,49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
353,37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,1977,40,United-States,>50K,
354,36,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,female,0,1977,45,United-States,>50K,
355,35,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,80,United-States,>50K,
356,29,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Wife,White,female,0,1977,25,United-States,>50K,
357,50,Private,Bachelors,13,Married-civ-spouse,"Prof-,specialty",Wife,White,female,0,1977,40,United-States,>50K,
358,46,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,1977,40,United-States,>50K,
359,44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
360,42,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,40,United-States,>50K,
361,38,Federal-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
362,45,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,55,United-States,>50K,
363,43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,60,United-States,>50K,
364,47,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,60,United-States,>50K,
365,58,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
366,48,Private,Prof-school,15,Married-civ-spouse,Tech-support,Husband,White,M,0,1977,40,United-States,>50K,
367,42,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,48,United-States,>50K,
368,55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,50,United-States,>50K,
369,51,Private,10th,6,Married-civ-spouse,Sales,Husband,White,M,0,1977,40,United-States,>50K,
370,32,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,M,0,1977,40,United-States,>50K,
371,45,Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,50,United-States,>50K,
372,56,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,M,0,1977,44,United-States,>50K,
373,38,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,60,United-States,>50K,
374,45,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,M,0,1977,50,United-States,>50K,
375,49,Private,Masters,14,Married-civ-spouse,"Prof-,specialty",Wife,White,female,0,1977,40,United-States,>50K,
376,36,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,40,United-States,>50K,
377,49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,40,United-States,>50K,
378,30,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,1977,40,China,>50K,
379,42,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
380,55,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,40,United-States,>50K,
381,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
382,54,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
383,42,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,70,United-States,>50K,
384,25,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,40,United-States,>50K,
385,55,Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
386,58,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
387,62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,1977,60,United-States,>50K,
388,43,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,40,United-States,>50K,
389,57,Local-gov,Masters,14,Married-civ-spouse,"Prof-,specialty",Wife,Black,female,0,1977,40,United-States,>50K,
390,42,Self-emp-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,60,United-States,>50K,
391,63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,M,0,1977,32,China,>50K,
392,47,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
393,37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,50,United-States,>50K,
394,40,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,1977,60,United-States,>50K,
395,43,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,50,United-States,>50K,
396,43,State-gov,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,70,United-States,>50K,
397,41,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,60,United-States,>50K,
398,32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,1977,60,United-States,>50K,
399,47,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,1977,40,United-States,>50K,
400,39,Federal-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,1977,60,United-States,>50K,
401,53,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,40,United-States,>50K,
402,34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
403,36,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,40,United-States,>50K,
404,47,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,41,United-States,>50K,
405,52,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1977,45,United-States,>50K,
